_step,actor/bspo_clip_neg_frac,actor/bspo_clip_pos_frac,actor/bspo_delta_reg_mean,actor/bspo_delta_w_mean,actor/bspo_penalty_active_frac,actor/bspo_penalty_mean,actor/bspo_per_traj_abs_mean,actor/bspo_per_traj_mean,actor/bspo_s_neg_mean,actor/bspo_s_pos_mean,actor/bspo_s_tau_abs_mean,actor/bspo_s_tau_mean,actor/entropy,actor/grad_norm,actor/lr,actor/pg_clipfrac,actor/pg_clipfrac_lower,actor/pg_loss,actor/ppo_kl,val-core/aime2025/acc/mean@1,val-core/beyondaime/acc/mean@1,val-core/olympiadbench/acc/mean@1
50,0.5,0.49977679,-2e-08,0.00012499,0.49977679,12.06418918,1.30645001,-1.10466326,0.00380709,0.18650685,0.18277547,0.18269977,0.34792286,8.68744677,1e-06,0.5,0,1.10466325,-2.731e-05,0.63333333,0.45,0.66
55,0.5,0.5,0,0.00012482,0.5,11.9534093,24.02605963,21.63020467,0.0037556,30.44272174,30.43900506,30.4389659,0.33806869,7.76900944,1e-06,0.5,0,-21.63020469,-2.611e-05,,,
60,0.5,0.5,0,0.00013116,0.5,11.81675246,1.18166753,-1.18166753,0.00370755,0.00431519,0.00063268,0.00060764,0.33299932,8.43899339,1e-06,0.5,0,1.18166752,-4.226e-05,0.56666667,0.4,0.7
65,0.5,0.5,0,0.0001267,0.5,12.14973898,24.4839639,-24.4839639,0.00381626,12.14616189,12.14238742,12.14234474,0.33934164,56.84160995,1e-06,0.5,0,24.48396388,-2.716e-05,,,
70,0.5,0.5,0,0.00013122,0.5,12.29520866,82.26035802,79.49436525,0.00385878,130.52782449,130.52400378,130.52396326,0.34043854,146.53532626,1e-06,0.5,0,-79.49436826,-3.043e-05,0.53333333,0.41,0.67
75,0.5,0.5,0,0.00013032,0.5,12.90095232,76.69234671,-21.74355697,0.00404085,144.12561292,144.12161273,144.12157164,0.35257828,3493.65222039,1e-06,0.5,0,21.74355506,-1.649e-05,,,
80,0.5,0.5,0,0.00012769,0.5,12.94236001,87.31292359,10.15166055,0.00405205,200.52039859,200.51638054,200.51634329,0.3459858,2670.34263749,1e-06,0.5,0,-10.15165823,-3.824e-05,0.6,0.35,0.67
85,0.5,0.5,0,0.00013445,0.5,12.91575575,463.23674575,121.48106396,0.00403976,870.85847545,870.85446216,870.85443325,0.34094429,4746.73016033,1e-06,0.5,0,-121.48106407,-7.002e-05,,,
90,0.5,0.49980469,-6e-08,0.00013706,0.49980469,13.72243414,317.07006048,-145.53398079,0.00428652,382.45525373,382.45099599,382.45095686,0.34312952,30751.89178903,1e-06,0.5,0,145.53398703,-5.975e-05,0.5,0.36,0.67
95,0.5,0.5,0,0.00013788,0.5,14.86595394,259.94580668,77.39281691,0.00462105,637.65283729,637.64824796,637.64822625,0.36924759,553.97856401,1e-06,0.5,0,-77.39281215,-3.009e-05,,,
100,0.5,0.5,0,0.00013683,0.5,14.54690397,102.08782478,-27.71783591,0.00452371,184.14087629,184.1363708,184.13635153,0.35750157,9275.85011029,1e-06,0.5,0,27.71783106,-1.906e-05,0.4,0.4,0.63
105,0.5,0.5,0,0.00013384,0.5,15.42098537,178.65176053,81.70391482,0.00479728,309.99998292,309.99521887,309.99517739,0.36629367,6427.77966568,1e-06,0.5,0,-81.70391598,-2.267e-05,,,
110,0.5,0.5,0,0.00013686,0.5,15.64891645,691.08211906,-22.25704384,0.00485798,844.33933773,844.33450799,844.33448106,0.35853416,57880.31528465,1e-06,0.5,0,22.25705466,-1.721e-05,0.53333333,0.33,0.61
115,0.5,0.5,0,0.00014246,0.5,16.86454927,691.19322255,-228.62194502,0.00521614,905.31516176,905.30996007,905.30994524,0.37195453,25200.07672983,1e-06,0.5,0,228.62195064,-1.941e-05,,,
120,0.5,0.5,0,0.00014233,0.5,16.91303165,705.27181902,120.98552708,0.00523459,1001.83844039,1001.83320093,1001.8331801,0.3605113,28950.09633514,1e-06,0.5,0,-120.98551245,3.7e-06,0.46666667,0.4,0.65
