_step,actor/bspo_clip_neg_frac,actor/bspo_clip_pos_frac,actor/bspo_delta_reg_mean,actor/bspo_delta_w_mean,actor/bspo_penalty_active_frac,actor/bspo_penalty_mean,actor/bspo_per_traj_abs_mean,actor/bspo_per_traj_mean,actor/bspo_s_neg_mean,actor/bspo_s_pos_mean,actor/bspo_s_tau_abs_mean,actor/bspo_s_tau_mean,actor/entropy,actor/grad_norm,actor/lr,actor/pg_clipfrac,actor/pg_clipfrac_lower,actor/pg_loss,actor/ppo_kl,val-core/aime2025/acc/mean@1,val-core/beyondaime/acc/mean@1,val-core/olympiadbench/acc/mean@1
50,0.5,0.5,0,0.00012239,0.5,12.08495171,0.12084877,-0.12084877,0.00380264,0.00516925,0.00142091,0.00136661,0.35172471,0.82152286,1e-06,0.5,0,0.12084877,-2.954e-05,0.56666667,0.46,0.64
55,0.5,0.5,0,0.00012619,0.5,12.02056367,0.12020722,-0.12020722,0.00377417,0.51940146,0.51566326,0.51562726,0.34381217,0.76918518,1e-06,0.5,0,0.12020722,-4.314e-05,,,
60,0.5,0.5,0,0.00012494,0.5,11.78132512,0.117815,-0.117815,0.00370471,32.97163522,32.9679657,32.96792509,0.33348274,0.7942481,1e-06,0.5,0,0.117815,-2.813e-05,0.6,0.45,0.73
65,0.5,0.5,0,0.00012892,0.5,12.1181788,0.12118699,-0.12118699,0.00380654,5.42482296,5.42105924,5.42101657,0.3417148,0.88112804,1e-06,0.5,0,0.12118699,-4.628e-05,,,
70,0.5,0.5,0,0.0001341,0.5,12.20963334,0.12209752,-0.12209752,0.00382874,4.44343075,4.43963381,4.43960215,0.33963481,0.79643765,1e-06,0.5,0,0.12209752,-4.451e-05,0.53333333,0.5,0.66
75,0.5,0.5,0,0.00013464,0.5,12.69232054,0.12692622,-0.12692622,0.00397335,0.09224161,0.08829957,0.08826827,0.34915859,0.81259925,1e-06,0.5,0,0.12692622,-4.941e-05,,,
80,0.5,0.5,0,0.0001304,0.5,12.57857559,0.1257873,-0.1257873,0.00394249,26.35837306,26.35446847,26.35443069,0.3450461,0.84614273,1e-06,0.5,0,0.1257873,-5.578e-05,0.43333333,0.39,0.7
85,0.5,0.5,0,0.00013249,0.5,12.38133893,0.12381521,-0.12381521,0.00387916,21.52673159,21.52287952,21.52285,0.3378782,0.8230751,1e-06,0.5,0,0.12381521,-5.954e-05,,,
90,0.5,0.5,0,0.00013739,0.5,13.14295949,0.13142926,-0.13142926,0.00410494,25.51157847,25.50749587,25.50747181,0.34369487,0.89754946,1e-06,0.5,0,0.13142926,-6.915e-05,0.43333333,0.33,0.58
95,0.5,0.5,0,0.00013417,0.5,13.9549153,0.13955134,-0.13955134,0.00434865,25.70302325,25.69870003,25.69867568,0.36622074,1.23316655,1e-06,0.5,0,0.13955134,-4.618e-05,,,
100,0.5,0.5,0,0.0001373,0.5,13.49311341,0.13493329,-0.13493329,0.00420704,3.23593266,3.2317441,3.2317259,0.35998857,1.32000119,1e-06,0.5,0,0.13493329,-0.00010265,0.46666667,0.25,0.59
105,0.5,0.5,0,0.00013825,0.5,14.05973638,0.14059943,-0.14059943,0.00437777,45.6216243,45.61726606,45.61724639,0.36980289,1.00460548,1e-06,0.5,0,0.14059943,-0.00013183,,,
110,0.5,0.5,0,0.00013425,0.5,13.86578034,0.13866003,-0.13866003,0.00432258,73.0470031,73.0427063,73.04268062,0.36119211,1.31324579,1e-06,0.5,0,0.13866003,-0.00010295,0.26666667,0.16,0.57
115,0.5,0.5,0,0.00014143,0.5,14.32805475,0.14328468,-0.14328468,0.004456,20.81447404,20.81003423,20.81001905,0.37535927,1.28044382,1e-06,0.5,0,0.14328468,-0.00013667,,,
120,0.5,0.5,0,0.00014085,0.5,13.85050158,0.13851427,-0.13851427,0.00431151,37.67626133,37.67196201,37.67194933,0.36579889,1.93778756,1e-06,0.5,0,0.13851427,-0.00011838,0.13333333,0.09,0.46
